Breadwinners,Kids,2,40,"Join SwaySway and Buhdeuce, two carefree ducks who fly around in a rocket van, delivering bread to hungry beaks everywhere. These best buds live together, laugh together, and get into all sorts of riduckulous adventures together on their planet Pondgea."
Brickleberry,Animation and Cartoons~Primetime Animation,2,23,"Brickleberry is an animated series that follows the misadventures of a motley crew of national park forest rangers. When their fledgling park faces disclosure, a new ranger is enlisted to whip everyone into shape and save the park. The series is executive produced by Daniel Tosh along with show creators Waco O'Guin and Roger Black. In addition to Tosh's helming duties, he's the voice of Malloy, a tiny brown bear."
Bridal Mask,International~Korean,1,28,"During the Japanese occupation of Korea in the 1930s, one of the darkest periods of Korean history, heroes came from ordinary men who did extraordinary things in their everyday lives. Lee Kang To (Joo Won) is one of those men. A skilled martial artist, Kang To actively participates in the independence movement to fight against the Japanese imperialist regime. He is known as ""Bridal Mask"" because he hides his True identity behind a rosy-cheeked traditional bridal mask, known as a ""gaksital"", when he fights against the Japanese. But can one man do enough to right the wrongs of a terrifying national enemy? ""Bridal Mask"" is a 2012 South Korean drama series directed by Yun Seong Sik. It is based "
The Bridge,Drama~Police Drama,2,26,"The Bridge is a crime thriller starring Diane Kruger, Demian Bichir, Matthew Lillard, Emily Rios, Thomas M. Wright and Ted Levine. When the body of a cartel member is found on US soil, Sonya Cross (Kruger) from El Paso PD and her Mexican counterpart, Marco Ruiz (Bichir), must work together to solve the case. Marco, still reeling from the death of his son, continues to deal with corrupt cops and the demands of the cartel. Sonya meets an unexpected man with connections to her past who threatens to come between her and her boss, Lieutenant Hank Wade (Levine). The case quickly pulls them all into a complex web of money laundering, police corruption, and the Juarez Drug War which infiltrates the "
The Bridge (Español),Drama~Police Drama,1,13,"Cuando el cuerpo de un juez estadounidense es hallado muerto en medio del Puente de las Américas, el detective Sonya Cruz, del Departamento de Policía de El Paso y el detective Marco Ruiz de policía del estado de Chihuahua son ambos llamados a la escena. A medida que se procesan el cuerpo se divide en dos piezas."
The Bridge (SE),Drama~Crime and Courtroom Drama,3,30,"A woman is found murdered in the middle of the Øresund Bridge – right on the border between Sweden and Denmark. The Swedish and Danish police are called to the scene. What at first looks like one murder, turns out to be two. The bodies have been brutally cut in half at the waist and put together to form a single corpse. This spectacular double murder is just the beginning of a wave of violence the like of which no one has ever seen before. The Swedish and Danish police find themselves in a race against the clock in a deadly showdown with a superior enemy, where no one will be the same when it’s over."
Bridget & Eamon,Comedy,1,6,"Bridget & Eamon are your typical unhappily married 80s Irish couple. They live somewhere in the Irish Midlands with their indeterminate number of children. Chain-smoking Bridget has notions. She wants the lifestyle from the pages of Woman’s Way but wouldn’t want to think about how much it would cost to heat South Fork.
The show set in the 1980s stars Jennifer Zamparelli as Bridget and Bernard O’Shea as Eamon in roles already massively popular in sketches on Republic of Telly and online with millions of views."
A Brief History,News and Information~Politics,1,4,"From National Parks to the minimum wage, take a trip through the ABC News Archives and learn about the history of a variety of topics with host George Stephanopolous."
Broad City,Comedy,3,30,"A bottle of wine tastes just as good when you pay with all pennies. That's a fact. And no matter what the city throws at twenty-somethings Abbi and Ilana, these broads are all in. Catch the totally fresh, new series based on the acclaimed digital shorts."
Broken Blade,Anime~Anime - Action Adventure,1,6,"In the land of Cruzon, technology centers on the people's magical abilities to manipulate quartz. As a brutal civil war reaches new heights, both sides utilize complex mobile battle suits called Golems. The discovery of an ancient Golem could tip the balance of power in favor of one side. However, only one man can operate it - the “un-sorcerer” Rygart Arrow. But in war, school friends can turn into bitter enemies and allies have suspicious motives. Strap yourself in, power up, and prepare for the heavy metal mega action of Broken Blade!"
Brooklyn Nine-Nine,Comedy,4,80,"BROOKLYN NINE-NINE is an ensemble comedy about a talented-but-carefree detective, a by-the-book police captain and their precinct colleagues. While based in the workplace, the series is not really about the job – it’s about the men and women behind the badge."
Brotherhood,Drama,3,29,"BROTHERHOOD, set against the desperate worlds of politicians and mob bosses, looks at how gray good and evil can be. Two brothers on opposite sides of the law, determined to protect the neighborhood and what is theirs by whatever means necessary. Placed in a fictional Irish neighborhood in Providence, Rhode Island known as “The Hill, ” the series explores what lengths people go to achieve the elusive American dream. BROTHERHOOD is the story of rivalry and revenge, of loyalty and allegiance and ultimately of family and commitment."
Brothers & Sisters,Drama,5,109,"Family is everything in ABC's Brothers and Sisters. Just take a look at the Walkers - they lead very different lives and may seem dysfuntional, but at the root of it, they are always there for each other - whether it's a family tragedy, professional misadventure or personal triumph. Sally Fields is Nora, the strong matriarch, who taps into strength she never knew she had and discovers new ways to bring everyone together as a family."
Brothers Conflict,Anime~Anime - Romance,1,12,"Hinata Ema is the only daughter of a famous adventurer. When her father decides to remarry, she leaves the newlyweds alone and moves in with her 13 new stepbrothers, who each have a unique personality. Is love in the air for Hinata, too?"
Brynhildr in the Darkness,Anime~Anime - Drama,1,13,"Years ago, Ryouta Murakami’s childhood friend Kuroneko claimed to have proof that aliens existed. But when tragedy strikes, Kuroneko dies and Ryouta is seriously injured. Now a high school student, Ryouta still looks to the stars in hopes of proving Kuroneko right. But when a new student who looks eerily similar to his deceased friend transfers into his class, Ryouta soon discovers that the answer to “is there life out there?” may be much closer than he thinks, and in a way he never expected."
BTOOOM!,Anime~Anime - Action Adventure,1,12,"Ryota’s an ace BTOOOM! player, but when he finds himself in a real life version of the game he must play to win. Problem #1: to win he must kill seven other people before they kill him! Problem #2: He's stranded on a deserted island with only a day’s provisions, a bag of bombs and a crystal embedded in his hand. Problem #3: He did not consent to any of this!"
Bubbles Of Fun With Bloop And Loop,Kids,1,4,"Join characters Bloop & Loop for bubbles of fun! In every episode, these friends use their imaginations to think of objects and living creatures. Then, Bloop & Loop take turns guessing what the other is imagining, and the shape is created by a whirlwind of bubbles!"
Buddy Complex,Action and Adventure,1,15,"When a giant robot suddenly attacks the city, a high-school student named Aoba is saved by a classmate piloting her own mecha. After accepting an offer to join the alliance she's is a part of, Aoba is thrust into the middle of high-flying robot warfare."
Buffy the Vampire Slayer,Comedy,7,144,"Buffy the Vampire Slayer is a comedy-action series that chronicles the adventures of Buffy Summers, a teenage girl who is gifted with the strength and skill to hunt vampires."
Bungo Stray Dogs,Anime,2,24,"Kicked out of his orphanage and on the verge of starving to death, Nakajima Atsushi meets some strange men. One of them, Dazai Osamu, is a suicidal man attempting to drown himself in broad daylight. The other, bespectacled Kunikida Doppo, nervously stands by flipping through a notepad. Both are members of the ""Armed Detective Agency"" said to solve incidents that even the military and police won't touch. Atsushi ends up accompanying them on a mission to eliminate a man-eating tiger that's been terrorizing the population..."
Bunnytown,Family,1,26,"This busy world is populated by laughter-loving, gleefully bouncy, puppet bunnies. They think their neighbors in Peopletown are enormously entertaining, and the bunnies tunnel their way up to the human world to observe the extremely silly things they do. Through song, dance, games, and madcap hilarity, the bunnies keep preschoolers learning and laughing aloud."
Bunnytown (Español),Animation and Cartoons,1,26,"Bunnytown es un encantador show musical, de comedia y de variedades lleno de conejitos coloridos y brillantes, y unos cuantos personajes humanos que viven dentro y alrededor de Bunnytown (una pequeña ciudad de conejitos con casas, escuelas, autos, autobuses, tiendas, etc) y Peopletown (donde viven, juegan y trabajan Red, Fred y Pinky Pinkerton). El show está lleno de canciones, historias, rutinas cómicas y bromas continuas (una broma que se extiende durante varios segmentos). También hay ocurrentes secuencias dirigidas al público joven para que aprendan los números, las formas geométricas y palabras."
Burning Love,Comedy~Satire,3,21,"It’s three times the love with Burning Love Seasons 1 – 3. Season 1 follows firefighter Mark Orlando’s (Ken Marino) journey as he looks for the perfect someone to give his hose. In Season 2, spurned dental hygienist, Julie Gristlewhite (June Diane Raphael) hopes to find True love in a group of eligible bachelors that includes: a Single Dad, a Prince, a Party Guy and a Jew. Finally, in Season 3 your favorite Burning Love rejects are back in the mansion in the hopes of winning a staggering prize, $900."
Buso Renkin,Anime,1,52,"High school student Kazuki Muto thinks he's saving a girl from a monster, but it turns out that he's the one who needs saving! Kazuki is killed while fighting a homunculus, a malevolent creature that feeds on humans. The girl, Tokiko Tsumura, revives him by replacing his heart with an alchemical device called a kakugane. With this device Kazuki can create his own Buso Renkin, an alchemical weapon in the form of a huge lance, capable of destroying homunculi. With his new weapon in hand, Kazuki decides to join forces with Tokiko to eliminate the homunculi and destroy their master, the strange and eccentric Papillon Masked Creator!"
Cake Boss,Food,3,48,"Master baker of Carlo's City Hall Bake Shop in Hoboken, New Jersey, Buddy is the CAKE BOSS. He supervises a team that includes his mother, four older sisters, and three brothers-in-law."
Cake Boss: Next Great Baker,Food~Cooking Competitions,2,21,"Buddy is bringing the heat again in this 10-week competition.  Each week, he will push the limits of 13 new baking contestants until one remains.  With tougher challenges and bigger prizes, this season promises to be an all-out war!"
Californication,Comedy,7,84,"David Duchovny returns to television in a comedy series centering around one-hit wonder novelist Hank Moody (Duchovny), who struggles to help raise his 13-year-old daughter, while still carrying a torch for his ex-girlfriend Karen. Every day finds Hank in bed with another woman and two steps back from his ultimate goal: restoring his family. He wouldn’t mind to revive his writing career either, if only he could get over his massive case of writer’s block."
Camelot (2011),Action and Adventure,1,10,"In the wake of King Uther’s sudden death, chaos threatens to engulf Britain. When the sorcerer Merlin has visions of a dark future, he installs the young and impetuous Arthur, Uther’s unknown son and heir, who has been raised from birth as a commoner. But Arthur’s cold and ambitious half-sister Morgan will fight him to the bitter end, summoning unnatural forces to claim the crown in this epic battle for control."
Campione,Anime~Anime - Fantasy,1,13,"After defeating the God of War in mortal combat, 16 year old Kusanagi Godo is stuck with the position of Campione, or God Slayer. His new duty is to fight Herectical Gods, which really means he has to deal with a bevy of overly-worshippy female followers while trying not to become roadkill on the Highway to Heaven. Get ready for immortal affairs, heavenly harems and lots of dueling deities as the ultimate smash, bash and thrash of the Titans rocks both Heaven and Earth in Campione!"
Campus,Comedy~British Comedy,1,6,"Campus is a brand new comedy set in the hotbed of academic mediocrity that is Kirke University. At its helm is the stubby, mercurial Vice Chancellor Jonty de Wolfe, who wants nothing more than to drench Kirke in the juices of his own greatness."
Canciones Infantiles,Animation and Cartoons,1,6,Vídeos de populares canciones infantiles de todo el mundo cantadas por niños pequeños.
"Car 54, Where Are You?",Comedy,2,60,"This black and white comedy show of the 1960's featured an unforgettable pair of hilarious police officers. Their scraps are many, but you can't help forgiving them their errors when their hearts are so big. Together, they fight crime in New York City, bringing out the best in others around them."
Cardfight!! Vanguard,Anime~Anime - Action Adventure,1,65,"Aichi Sendou is a timid boy in his third year of middle school. He had been living his life looking backward but he had one thing that kept him going - the ""Blaster Blade."""
Care Bears: Classic Series,Animation and Cartoons,1,49,"The CARE BEARS live in a faraway place up in the clouds called Care-a-Lot, which constitutes a part of the Kingdom of Caring. With the help of the Cousins and their Buddies, they go all around the world on Missions in Caring whilst Professor Coldheart, or No Heart, try to thwart their plans."
The Carmichael Show,Comedy,1,5,"From the comedy of Jerrod Carmichael and Nick Stoller comes an irreverent sitcom inspired by Jerrod's relationships with his say-anything, contrarian father, his therapist-in-training girlfriend, his ever-hustling brother and his mother who
is always, always, always right with Jesus."
Casual,Comedy,2,23,"From the Academy Award Nominated Director of “Up in the Air” and “Juno” comes Casual, a new comedy series about a bachelor brother and his newly divorced sister living under one roof again. Together, they coach each other through the crazy world of dating while raising her teenage daughter. Created by Zander Lehmann, Casual is executive produced by Jason Reitman, Zander Lehmann, Helen Estabrook, and Liz Tigelaar."
The Catch,Drama~Crime and Courtroom Drama,1,10,"Alice Vaughan is LA's top private investigator who goes on a private mission for payback. No matter where it leads or the secrets she must keep along the way, Alice will stop at nothing."
Catfish: The TV Show,Reality and Game Shows~Real Life Drama,5,77,Catfish:  The TV Show brings together couples who've interacted solely through LCD screens.  Over the course of months they've supposedly fallen in love -- but what will happen when they meet in real life for the first time?
Caught on Camera With Nick Cannon,Comedy,1,9,"This riveting new series is storytelling at its best, providing a first-person account of what's happening on-screen from those who lived it, recorded it and saw it happen, as told in their own words."
The Celebrity Apprentice,Reality and Game Shows~Competition,1,7,"Sixteen celebrities are set to compete for their favorite charities when ""The Celebrity Apprentice"" shifts to Los Angeles for its eighth season, where twice-elected California governor and international movie superstar Arnold Schwarzenegger reigns over the Boardroom."
A Certain Magical Index,Anime~Anime - Fantasy,2,52,"In a world where magic is as real as science, high-school student Kamijo comes to the aid of a young nun named Index. She's on the run from a magic society that covets the massive library of forbidden knowledge stored in her memory."
A Certain Scientific Railgun,Anime,2,48,"Find all the adventure Academy City has to offer with highly skilled esper Misaka Mikoto and her esper roommate, Kuroko Shirai. They're joined by Kazari Uiharu and Ruiko Saten, whose esper levels happen to rank from super-low to zero!"
Chaika the Coffin Princess,Anime~Anime - Action Adventure,1,12,"Former soldier Toru Acura may be content with spending his days unemployed, but his sister Akari is not. Sick of being the sole breadwinner, Akari forces Toru out of the house to search for a job. Instead, Toru finds a strange young girl from a distant land named Chaika. Toting a magical rifle and a coffin full of secrets, Chaika is on a quest to gather the remains of the fallen monarch, Arthur Gaz, and she’ll need Toru and Akari’s help to do it."
Chance,Drama,1,10,"Based on Kem Nunn’s novel, Chance is described as a provocative psychological thriller that focuses on Eldon Chance (Laurie), a San Francisco-based forensic neuropsychiatrist who reluctantly gets sucked into a violent and dangerous world of mistaken identity, police corruption and mental illness. After an ill-advised decision regarding an alluring patient who may or may not be struggling with a multiple personality disorder, Chance finds himself in the crosshairs of her abusive spouse, who also happens to be a ruthless police detective. In over his head, Chance’s descent into the city’s shadowy underbelly, all while navigating the waters of a contentious divorce and the tribulations of"
Chaos Dragon,Anime~Anime - Action Adventure,1,12,"Chaos Dragon tells the story of two countries locked in a brutal war. When the constant fighting causes a guardian god known as Red Dragon to spiral out of control, it will be up to a small group of heroes to rise up and bring peace back to their world."
Charles in Charge,Comedy,1,21,"Scott Baio stars as Charles, a nineteen-year-old college student who, in exchange for room and board, serves as a live-in nanny to three energetic children. Helping Charles through his more trying moments is his irreverent friend Buddy Lembeck (Willie Aames). A classic family comedy, ""Charles in Charge"" remains a popular series for all audiences as well as a cultural touchstone for a generation of fans who wanted nothing more than for Scott Baio to be in charge of their days and their nights."
Charlie & the Numbers,Animation and Cartoons,3,14,"Numbers and counting turn into a fun adventure when Charlie visits the Numbers Kingdom, a magical world in which numbers reign. Join Charlie as he meets each of the charming numbers, and enjoy the singing, dancing, and of course – counting in this captivating series that brings the concept of numbers and numeracy to life."
Charlie Rose,News and Information,2,279,"Acclaimed interviewer and broadcast journalist Charlie Rose engages America's best thinkers, writers, politicians, athletes, entertainers, business leaders, scientists and other newsmakers in one-on-one interviews and roundtable discussions."
Charlotte,Anime~Anime - Science Fiction,1,13,"Very few adolescent boys and girls have an onset of special abilities. Yu Otosaka is one such man who uses his ability unbeknownst to others in order to lead a satisfying school life. Then one day, a girl named Nao Tomori suddenly appears before him. Their encounter reveals the destiny for wielders of special abilities. This is a story written by Jun Maeda (Angel Beats!, Clannad, Kanon) of those gifted youth and how they spend their days of adolescence…"
Cheers,Classics,11,275,"Top-rated, 28-time Emmy-winning half-hour comedy series centering on the colorful characters who frequent a Boston bar owned by a former Red Sox pitcher."
The Chew,Food,1,9,"Celebrating and exploring life through food, The Chew is an innovative and groundbreaking daytime program co hosted by a dynamic group of engaging, fun, relatable experts in food, lifestyle, and entertaining."
Chicago Fire,Drama,1,6,"From renowned, Emmy Award-winning executive producer Dick Wolf (""Law & Order"" brand) and creators Derek Haas and Michael Brandt, the writing team behind ""3:10 to Yuma,"" comes the high-octane drama ""Chicago Fire,"" -- an edge-of-your-seat view into the lives of everyday heroes committed to one of America’s noblest professions.  For the firefighters, rescue squad and paramedics of Chicago Firehouse 51, no occupation is more stressful or dangerous, yet so rewarding and exhilarating.  These courageous men and women are among the elite who forge headfirst into danger when everyone else is running the other way and whose actions make the difference between life and death.  "
Chicago Justice,Drama~Crime and Courtroom Drama,1,1,"Powerhouse creator Dick Wolf delivers a captivating new installment to the hit Chicago franchise. Just like their brethren in the Chicago P.D., the State's Attorney's dedicated team of prosecutors and investigators navigate heated city politics and controversy head-on, while fearlessly pursuing justice. As they take on the city's high-stakes and often media-frenzied cases, they must balance public opinion, power struggles within the system and their unwavering passion for the law."
Chicago Med,Drama~Medical Drama,1,15,"Executive producer Dick Wolf delivers the newest installment of the compelling “Chicago” franchise, an emotional thrill ride through the day-to-day chaos of the city’s most explosive hospital and the courageous team of doctors who hold it together."
Chicago P.D.,Drama~Crime and Courtroom Drama,1,16,"District 21 of the Chicago Police Department is made up of two distinctly different groups: The uniformed cops who patrol the beat and deal with street crimes, and the intelligence unit, the team that combats the city's major offenses, such as organized crime, drug trafficking and high-profile murders."
Chickens,Comedy~British Comedy,1,6,"It's 1914, and as the Great War rages, three young men remain in one English village: George, a conscientious objector, Cecil, a reject from the army, and Bert, a scaredy-cat. All of them, in the eyes of their neighbors – chickens."
"China, IL",Animation and Cartoons,3,30,"Frank and Steve Smith are brothers who teach in the history department of a state university in China, IL. They also happen to be legends in their own minds who will often sacrifice facts, lessons and syllabi for the sake of being awesome. China, IL is a reverse Animal House where the teachers are crazy and the students just want to learn."
Chiro and Friends,Family,1,52,"Chiro is about discovering the amusing world from the eyes of three little chicks and animal friends. The world seems to be filled with fascinating and wonderful things to them. While they make problems and involve exciting adventures, they learn more of what they are curious about and gradually found out interesting nature."
Chivalry of a Failed Knight,Anime~Anime - Action Adventure,1,12,"For Ikki Kurogane, graduating as a Magical Knight is nigh impossible. Among Blazers, he’s considered the worst; he can materialize his soul into a weapon, but his magical power is extremely low. To add insult to injury, an unfortunate encounter with the talented and beautiful Princess Stella Vermillion slashes his already slim odds and alters the course of his life forever."
Chloe's Closet,Kids,1,52,"“Chloe’s Closet” follows the fun-filled adventures of an adorable, imaginative little girl named Chloe who discovers magical new worlds while playing dress-up in her closet.  With each new costume Chloe tries on, she is swept up in a fantastical journey with her best friend and constant companion, her security blanket named Lovely Carrot."
Chowder,Animation and Cartoons,3,49,"Chowder follows an aspiring young chef named Chowder and his day-to-day adventures as an apprentice in Mung Daal's catering company. Although he means well, Chowder often finds himself in predicaments due to his perpetual appetite and his nature as a scatterbrain. He is also pestered by Panini, the apprentice of Mung's rival Endive, who wants Chowder to be her boyfriend, which he abhors."
Chrome Shelled Regios,Anime,1,48,"The world of tomorrow is an arid wasteland. Humans must live in domed cities to escape the threat of mutant Contaminoid monsters. In this future, Layfon struggles to keep his violent past a secret from his fellow student soldiers at the military academy."
The Churchmen,Drama~Mystery,2,16,"The Churchmen is an award-winning drama about five candidates for the priesthood who arrive at Paris' Capuchin Seminary for training. As they prepare for ordination, each will see their commitment to the cross tested and whether they can withstand temptations from outside the seminary walls and from their own hidden passions."
Cielo Rojo,Drama~Telenovelas,1,165,"La historia de Alma y Andrés quienes a pesar de jurarse amor eterno, sus vidas fueron separadas tras un torbellino de intrigas. Al encontrarse nuevamente, intentaran huir juntos pero la tragedia los separara cuando ella mata accidentalmente a su marido. Bajo la sombra y odio de su suegra, 20 anos Andrés Alma saldrá de prision rodeada de culpas, decepciones, engaños y un sin fin de tropiezos, pero una vez más la vida la entrelazara con Andrés pero ahora a través de sus hijos, quienes se amaran intensamente y de manera prohibida. "
The Cisco Kid,Action and Adventure~Westerns,6,156,"The Cisco Kid (Duncan Renaldo) rides through the American frontier with his sidekick, Pancho (Leo Carillo), fighting corruption without violence, with a blend of pride and humor that created a legend in the hearts of generations of television viewers. ""Ohhh Pancho!.....Ohhh Cisco!"""
City Homicide,Drama~Police Drama,5,84,"A committed and resourceful team of fearless homicide cops investigate action-packed murder mysteries and solve them with hard work, intuition and panache."
Clannad,Anime,1,24,"Tomoya Okazaki is a Junior in high school and has had a very rough life. When he was little, his mother died in a car accident which made his Father turn to drinking and gambling. Due to his Father's behavior, Tomoya and his Father do not get along and Tomoya has become a delinquent. One day Tomoya meets a girl named Nagisa, and they start to hang out together. Tomoya is now beginning to think his life is about to change because of his new friend."
Clannad After Story,Anime~Anime - Romance,1,25,"Picking up where Clannad the series left off, Tomoya has confessed his love for Nagisa, taking their relationship to a new level and direction. The second semester starts and Tomoya continues to meet new people, who alter his perspective of family and relationships. As time passes, the path which Tomoya and Nagisa walk is filled with challenges and struggles that will test the strength of their love."
Clarence,Animation and Cartoons,2,77,"Clarence finds something amazing in just about everything. Discover the best that life has to offer--epic pinecone wars, backyard tree forts and the secret worlds beyond milk cartons--all through the eyes of Clarence and his friends, the unpredictable Sumo and overly-cautious Jeff."
Clash of the Corps,Reality and Game Shows,1,8,"Executive Producer Dwayne Johnson is here to kick some brass with his new show Clash of the Corps. Go inside the competitive world of Drum Corps International and follow rivals, The Cadets and Blue Devils, as they battle it out for the championship title."
ClassicaLoid,Anime,1,20,"Music can recall memories, inspire action, soothe fevered minds and… summon robots? For the remixed classical maestros, or ""classicaloids"", a unique ""musik"" is their sword and shield with explosive notes that do way more than rouse emotions. Motz and Beet-san, who claim the names of timeless composers Mozart and Beethoven, are only the overture to the wacky concerto ready to awaken an unsuspecting modern town. What could go wrong?"
Classroom Crisis,Anime~Anime - Action Adventure,1,13,"Classroom Crisis, an original TV anime series, is finally coming! Providing the character designs will be illustrator Hiro Kanzaki (OREIMO, OREIMO 2), while Kenji Nagasaki, noted for directing and writing for dramas and sci-fi works, will take the reins as director. Finally, Fumiaki Maruto, highly popular for his detailed character depictions, will be responsible for the series composition. The ""alluring characters"" drawn by Hiro Kanzaki will take the stage — ""the futuristic universe"" — directed by Kenji Nagasaki, breathing life into the ""school life x work life romantic comedy"" weaved by Fumiaki Maruto! This is a story about the woes of high school-age office workers — the story of th"
Claymore,Anime,1,52,"A deadly breed of monster - the Yoma - has only one foe: Claymore. These warrior women, human-Yoma hybrids, can deliver salvation by the edge of a blade - for a fee. This is the tale of the Claymore called Clare's solitary path to vengeance."
The Client List,Drama,2,25,"Money talks, pleasure sells and discretion is everything. These are Riley's new life lessons after her husband abandons her with two kids. When she finds employment at a day spa where her co-workers are providing other services that aren't on the spa menu, Riley finds herself in some completely unexpected, but definitely compromising positions."
Cloroformo,Drama,1,13,"Un gimnasio de box en la Ciudad de México. Un mundo apasionante, adictivo, en donde siempre hay mucho más de por medio que una simple pelea."
CNBC Originals,News and Information~Business,2,57,Highlights of CNBC Original Productions including documentaries and special prime time series hosted by CNBC anchors and reporters.
CNBC Titans,Documentaries,1,12,"CNBC Titans profiles remarkable people who made careers turning the “unthinkable” into reality and companies that grew from humble roots to worldwide recognition. Get the real stories behind some of the most famous icons, the greatest companies and the giants of industry who helped build them. Discover the key to their fortune and the passion that drove their success. They changed the world and how you do business — and lived to tell the tale. Ted Turner, George Foreman, Donald Trump and Merv Griffin are some of the giants of industry and culture whom we have profiled."
Cockroaches,Comedy~British Comedy,1,6,"Tom and Suze are both 19 and both dreaming of the future. When nuclear bombs start falling, they have sex. Unfortunately, they then survive. 10 years later, they are wandering the wasteland where England used to be. They're joined by Laura, the child they conceived on the night of nuclear war. They end up at a camp of survivors, run by Oscar - Suze's insufferable and now unhinged ex. Here it turns out that surviving a lack of food and water is merely the start of our heroes' problems."
The Code,Drama,1,6,"Stretching from the spectacular red desert of Australia’s outback to the cool corridors of power in Canberra, The Code tells the story of two very different brothers who unearth information those at the highest levels of political power will kill to keep secret. In the middle of the outback a stolen 4WD collides with a transport truck. Two local kids in the car are hurt. Badly. Someone should have called for help. But they didn’t. They didn’t because that ‘someone’ works for a major stakeholder in an international research project no-one talks about. The kids’ accident would have remained a mystery if it weren’t for Ned (Dan Spielman) and Jesse Banks (Ashley Zukerman) – a you"
Code: Breaker,Anime~Anime - Action Adventure,1,13,"When Sakura meets Rei at school, she learns he's no simple transfer student - he's also a Code: Breaker, a government assassin with strange powers. From the director of Fullmetal Alchemist: Brotherhood, a supernatural new series filled with action and comedy.  "
Coffee Prince,Comedy~Romantic Comedy,1,17,"Han Kyul (played by Gong Yoo), the handsome son of a wealthy hotelier family, is set in his bachelor lifestyle and does not believe in commitment. To avoid his family's constant pressure for him to marry, he decides to pay someone, Eun Chan (played by Yoon Eun Hye) to pretend to be his gay partner. Trouble starts when Han Kyul begins to fall in love with Eun Chan... This romantic comedy was quite provocative when it aired in Korea with its topics of homosexuality. However, Coffee Prince went on to win many awards, including 2007 MBC Acting Awards for Yoon Eun Hye and Gong Yoo, as well as the best TV drama award in the 2008 Korean Producers' Award. It has aired throughout Asia, with special p"
Cold Squad,Drama~Crime and Courtroom Drama,7,98,"A Police crime-drama about a team of Vancouver police detectives responsible for investigating cases that are officially unsolved or ""cold"". They find an amount of success because of newer technology  and additional information coming to light."
Color Crew: All About Colors,Kids,1,4,Meet the color crew – a lively bunch of crayons that explore all the colors of the world! Join them as they introduce basic colors in their very own special way.
Color Crew New Adventures,Kids,1,5,"Join the Color Crew on their new adventures! The hilarious box of crayons will introduce your baby all the basic colors, in their fun and engaging video series!"
Color Inspirations: Art And Music,Arts and Culture,1,6,"Step into a rainbow of colors with this series from BabyFirst. Friendly characters like Petey the Paintbrush and Harry the Bunny introduce all the basic colors to your tot. Color Inspirations features beautiful imagery, classical music and the perfect entry into art appreciation."
The Comedians,Comedy,1,13,"In The Comedians, Billy Crystal plays a comedy legend who is reluctantly paired with Josh Gad, an edgier up-and-coming star, in an unfiltered, behind-the-scenes look at a fictional late night sketch comedy show where egos and generations collide.  Stephnie Weir stars as “Kristen Laybourne,” the anxiety-ridden producer behind The Billy & Josh Show who frequently finds herself caught in the middle of Billy and Josh's arguments, Matt Oberg stars as “Mitch Reed,” the show’s head writer, and Megan Ferguson stars “Esme McCauley,” a no-nonsense production assistant.  Together they spend most of their time managing the egos of their two stars and the generational divide that keeps them"
Comedy Dynamics Classics: Full Frontal Comedy,Comedy~Stand Up Comedy,2,17,"From deep within the comedy archives of the 90s, comes a show not for the easily offended - Full Frontal Comedy! Hosted by Dom Irerra and featuring a number of comedians who have gone on to have great careers!"
Comedy Dynamics: Coming to the Stage,Comedy~Stand Up Comedy,4,19,"Coming To The Stage, Comedy Dynamics’ first original series, introduces a talented pool of up-and-coming comedians who people WILL be talking about tomorrow. Each episode also features the well-known internet cartoon, Humorous Vacuum Robot."
Comedy Dynamics: Uncontrolled Comedy,Comedy~Stand Up Comedy,1,8,"Hosted by Nephew Tommy, Uncontrolled Comedy is Def Comedy Jam meets the legendary Apollo Theater, with edgy sketches, ingenious sets, and the ability to showcase and produce the next legendary comedian."
The Comedy Shop,Comedy~Stand Up Comedy,3,75,"Hosted by Norm Crosby, The Comedy Shop features a half-hour of instantly recognized, laugh-filled standups by headliner and veteran comics, as well as the first generation of break-out comedy club newcomers who went on to become today's top funnymen. Jay Leno, Brad Garrett, Howie Mandel, Nathan Lane, Paul Rodriguez, Rickles, Hackett, Mason, Youngman.....from Buttons to Berle. They're all here in the one TV series that can never be duplicated. "
Comet Lucifer,Animation and Cartoons,1,12,"Searching deep below the planet’s surface is nothing new to Sogo - he’s been searching for a specific ore for a long time. But the mysteries of Gift are buried deeper than anyone could know. An accident leads to Sogo discovering the ore he’s been searching for, but this only breeds more questions as an enigmatic girl appears from its depths!"
Commander In Chief,Drama,1,18,"Geena Davis leads the cast playing America's first female president – Mackenzie Allen. A short time after the election, the former vice president takes office when her conservative predecessor undergoes critical surgery. Some aren’t convinced that Allen is the right person for the job especially conniving Speaker of the House, Nathan Templeton, who tries to undercut her at every turn.  As if taking charge of a grieving nation isn’t enough, Allen is also faced with caring for her own family."
The Commish,Drama~Crime and Courtroom Drama,4,71,"Emmy Award winner Michael Chiklis stars as Tony Scali, a former Brooklyn cop now the Police Commissioner of a small upstate city. But for Scali, this is no desk job. He's a tough yet compassionate boss, a loving husband and father, and a hands-on law enforcer with an unorthodox style of bending the rules. From parenthood to politics, from sex crimes to murder cases, one man takes it day-to-day with offbeat humor and street- smart skill."
Community,Comedy,6,110,"Disbarred lawyer Jeff Winger enrolls in a local community college. While there, he forms a study group who eventually learn more about themselves than their course work."
