Kourtney & Kim Take Miami,Reality and Game Shows~Guilty Pleasure,3,30,"Kourtney and Kim take their lives to Miami to try and find a new location for the D-A-S-H store, showing their day-to-day lives with friends, family and while working. This was the first ""Keeping Up with the Kardashians"" spin-off. The first season followed Kourtney and Khloé Kardashian as they oversaw the opening of a D-A-S-H store in Miami, following the original store in Calabasas. Khloé also had her own radio show called 'Khloé After Dark', co-hosted by Terrence J. During the third season, Kim and Kourtney live in a home rather than a hotel. This will be the first series to debut Kourtney and boyfriend Scott Disick's daughter Penelope. "
Kourtney & Kim Take New York,Reality and Game Shows~Guilty Pleasure,2,20,"This sizzling series follows the crazy, sexy and often hilarious lives of sisters Kourtney and Kim Kardashian as they invade the Big Apple--and take advantage of all the glitz, glam and flirty fun New York City has to offer!"
Kung Fu Panda: Legends of Awesomeness,Animation and Cartoons~Saturday Morning Cartoons,2,50,"Kung Fu Panda: Legends of Awesomeness television series based on DreamWorks Animation Kung Fu Panda franchise chronicles the continuing adventures of Po - the energetic, enthusiastic and always hungry panda."
Kyle XY,Drama,3,43,"Kyle XY is a drama that follows the story of Kyle, a mysterious teenager with no family, no past, and no bellybutton.  Taken in by the Trager Family, Kyle soon discovers that he has amazing abilities and astonishing intelligence.  Even more shocking are the secrets of his origins that even Kyle doesn’t understand.  Don’t miss even one episode of this exciting ABC Family original series!"
La Banda,Latino,1,14,La gran competencia musical entre los jóvenes más talentosos que buscan un lugar en la banda latina que hará historia.
La Ciencia de los Absurdo con Poncho Herrera,Latino,1,1,"La Ciencia de lo Absurdo presentada por Alfonso “Poncho” Herrera combina datos y explicaciones científicas con algunos de los bloopers más descabellados, espectaculares y dolorosos de la historia."
L.A. Dragnet,Drama~Crime and Courtroom Drama,2,22,"Detective Friday, and his partner Detective Smith, investigate crimes in Los Angeles."
Lagrange - The Flower of Rin-ne,Anime~Anime - Science Fiction,2,48,"Madoka Kyono is an energetic girl who is full of passion. As the proud, and only, member of the Kamogawa Girls High School Jersey Club, she goes around helping people in need. But Madokas life is turned upside down when she is suddenly asked by a mysterious girl named Lan to pilot a robot. Motivated by her desire to protect the people and city of Kamogawa, Madoka agrees to pilot the resurrected Vox robot to fight against extraterrestrials that have come to attack Earth."
Land Girls,Drama,1,5,"Land Girls is a drama that follows the lives, loves, highs and lows of all four Land Girls during World War II."
Land of the Giants,Action and Adventure,2,51,This two-season series details the adventures of the three crew and four passengers of the sub-orbital spacecraft Spindrift. They are drawn through a space warp that crashes them onto a planet where everything is 12 times normal size. The castaways struggle to repair their damaged craft and somehow get back to Earth while being hunted by the totalitarian government that rule the planet.
Lark Rise to Candleford,Drama,4,40,"Lark Rise, a small hamlet holding on to the past, and Candleford, a small market town bustling into the future, have a complicated relationship which is seen through the eyes of Laura, a young girl who visits both communities."
Larry King Now,News and Information~Current News,5,735,"Legendary broadcaster Larry King brings his unique brand of talk online, interviewing the day's most fascinating newsmakers, celebrities, world leaders and internet stars as only Larry can."
La Selección,Drama~Telenovelas,1,69,Serie colombiana que habla de cómo fue La Selección de Fútbol con grandes figuras. 
Las Muñecas de la Mafia,Drama~Telenovelas,1,58,"Brenda y Lucrecia son dos mujeres que viven en mundos diferentes. Brenda es una joven de bajos recursos que se gana la vida trabajando, mientras que Lucrecia es una mujer muy atractiva y es la esposa de un narcotraficante muy importante de la región."
Last Call with Carson Daly,Music,1,16,Carson Daly interviews members of the entertainment industry.
Last Exile,Anime~Anime - Action Adventure,1,26,"Claus Valca and Lavie are obsessed with becoming the first sky couriers to cross the Grand Stream in a vanship. But when they encounter a mysterious girl named Alvis, they are thrust into the middle of an endless battle between two countries."
The Last Man on Earth,Comedy,3,39,"The year is 2020, and after a deadly virus has swept the planet, only one man is left on earth: Phil Miller (Will Forte). He used to be just an average guy who loved his family and hated his job. Now, in his RV, Phil searches the country for other survivors. He has traveled to every city, every town and every outpost in the United States, Mexico and Canada, and has found no one. As he returns to his hometown of Tucson, Phil comes to the painful realization that he is almost certainly the last living being on the face of the earth. All he wants is for someone – anyone – to find him in Tucson – preferably a woman. "
Last Man Standing,Comedy,1,18,"Tim Allen returns to ABC in this comedy from Jack Burditt (30 Rock). Men may have built civilizations, invented the locomotive and created ESPN, but they're about to find out that it's not a man's world anymore. You can't get manlier than Mike Baxter. He's the marketing director for an iconic outdoor sporting goods store, he loves to have adventures while he's traveling for work and, of course, he drives a pick-up truck. While Mike is king of the hill at work, he's the odd man out in a home that is dominated by women -- namely his wife, Vanessa, and their three daughters, 22- year-old Kristin, 17-year-old Mandy and 14-year-old Eve. "
LA Story,Reality and Game Shows~Real Life Drama,1,6,"This friend group has been tight since freshman year of high school and have just finished their junior year. They have had their ups and downs, hookups, breakups and breakdowns but in the end…they somehow manage to stick together."
The Last Panthers,Action and Adventure,1,6,"A diamond heist and an unfortunate death spark a series of events that lead a French-Algerian cop and a British insurance investigator into the European criminal underworld, ruled by a shadowy alliance of traffickers, gangsters and 'banksters.'"
The Last Ship,Drama,2,23,"The Last Ship opens with a global catastrophe that nearly decimates the world’s population. Because of its positioning, the Navy destroyer U.S.S. Nathan James avoids falling victim to the tragedy. Now the crew and captain must confront the reality of their new existence in a world where they may be among the few remaining survivors."
